"ecosystem","sample","sample_fraction","fraction","sampleID","isotope.treatment","iso.treat.eco","Density.g.ml","avg_16S_copies","dna_ng_ul","uL_added","dry_soil_wt_g"
"MC",44,"44_9",9,"W1_MC_23","12C_18O","12C_18O.MC",1.71107,144289.3096,35.8,30,0.230052807904151
"MC",45,"45_10",10,"W1_MC_24","12C_18O","12C_18O.MC",1.7112064,6933.51334,32.8,35,0.226231332689796
"MC",45,"45_11",11,"W1_MC_24","12C_18O","12C_18O.MC",1.7069952,13984.48127,32.8,35,0.226231332689796
"MC",45,"45_12",12,"W1_MC_24","12C_18O","12C_18O.MC",1.7048896,27934.87378,32.8,35,0.226231332689796
"MC",45,"45_13",13,"W1_MC_24","12C_18O","12C_18O.MC",1.7048896,74717.75938,32.8,35,0.226231332689796
"MC",45,"45_14",14,"W1_MC_24","12C_18O","12C_18O.MC",1.7006784,275269.5582,32.8,35,0.226231332689796
"MC",45,"45_15",15,"W1_MC_24","12C_18O","12C_18O.MC",1.6954144,519061.0149,32.8,35,0.226231332689796
"MC",45,"45_16",16,"W1_MC_24","12C_18O","12C_18O.MC",1.6943616,981903.7728,32.8,35,0.226231332689796
"MC",45,"45_17",17,"W1_MC_24","12C_18O","12C_18O.MC",1.6933088,1449880.014,32.8,35,0.226231332689796
"MC",45,"45_18",18,"W1_MC_24","12C_18O","12C_18O.MC",1.6848864,1689025.422,32.8,35,0.226231332689796
"MC",45,"45_19",19,"W1_MC_24","12C_18O","12C_18O.MC",1.6796224,1094885.892,32.8,35,0.226231332689796
"MC",45,"45_20",20,"W1_MC_24","12C_18O","12C_18O.MC",1.6785,419926.6197,32.8,35,0.226231332689796
"MC",45,"45_21",21,"W1_MC_24","12C_18O","12C_18O.MC",1.675,99632.19723,32.8,35,0.226231332689796
"MC",45,"45_5",5,"W1_MC_24","12C_18O","12C_18O.MC",1.7322624,2500.231587,32.8,35,0.226231332689796
"MC",45,"45_6",6,"W1_MC_24","12C_18O","12C_18O.MC",1.729104,2346.962653,32.8,35,0.226231332689796
"MC",45,"45_7",7,"W1_MC_24","12C_18O","12C_18O.MC",1.7259456,3024.961417,32.8,35,0.226231332689796
"MC",45,"45_8",8,"W1_MC_24","12C_18O","12C_18O.MC",1.7217344,2802.721715,32.8,35,0.226231332689796
"MC",45,"45_9",9,"W1_MC_24","12C_18O","12C_18O.MC",1.718576,3905.47852,32.8,35,0.226231332689796
"MC",46,"46_1",1,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.734368,1191.876315,33.1,35,0.227759922775538
"MC",46,"46_10",10,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7017312,252822.5189,33.1,35,0.227759922775538
"MC",46,"46_11",11,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.69752,454511.2131,33.1,35,0.227759922775538
"MC",46,"46_12",12,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6933088,633599.0534,33.1,35,0.227759922775538
"MC",46,"46_13",13,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6880448,1035712.583,33.1,35,0.227759922775538
"MC",46,"46_14",14,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6848864,1750677.523,33.1,35,0.227759922775538
"MC",46,"46_15",15,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6796224,1754257.597,33.1,35,0.227759922775538
"MC",46,"46_16",16,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6775168,698762.4334,33.1,35,0.227759922775538
"MC",46,"46_17",17,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6722528,159599.6667,33.1,35,0.227759922775538
"MC",46,"46_18",18,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6690944,89425.49376,33.1,35,0.227759922775538
"MC",46,"46_19",19,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6644,69456.20121,33.1,35,0.227759922775538
"MC",46,"46_2",2,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7333152,1277.717837,33.1,35,0.227759922775538
"MC",46,"46_20",20,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.6603,26864.58222,33.1,35,0.227759922775538
"MC",46,"46_3",3,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7301568,1805.640091,33.1,35,0.227759922775538
"MC",46,"46_4",4,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7269984,2139.463537,33.1,35,0.227759922775538
"MC",46,"46_5",5,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.72384,2017.423877,33.1,35,0.227759922775538
"MC",46,"46_6",6,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7196288,3528.364167,33.1,35,0.227759922775538
"MC",46,"46_7",7,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7154176,7477.024057,33.1,35,0.227759922775538
"MC",46,"46_8",8,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7101536,23976.53014,33.1,35,0.227759922775538
"MC",46,"46_9",9,"W1_MC_28","12C_18O_N","12C_18O_N.MC",1.7059424,91567.05347,33.1,35,0.227759922775538
"MC",47,"47_10",10,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.7017312,214869.1396,33,35,0.227759922775538
"MC",47,"47_11",11,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6985728,319043.8438,33,35,0.227759922775538
"MC",47,"47_12",12,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6933088,391465.5095,33,35,0.227759922775538
"MC",47,"47_13",13,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6890976,690153.0825,33,35,0.227759922775538
"MC",47,"47_14",14,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6848864,1590253.926,33,35,0.227759922775538
"MC",47,"47_15",15,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6806752,906735.1994,33,35,0.227759922775538
"MC",47,"47_16",16,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6775168,336308.738,33,35,0.227759922775538
"MC",47,"47_17",17,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6712,84949.88827,33,35,0.227759922775538
"MC",47,"47_18",18,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6656,28470.33106,33,35,0.227759922775538
"MC",47,"47_19",19,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.6609,26192.03453,33,35,0.227759922775538
"MC",47,"47_4",4,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.7333152,11298.33879,33,35,0.227759922775538
"MC",47,"47_5",5,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.7269984,11745.0498,33,35,0.227759922775538
"MC",47,"47_6",6,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.7227872,19240.26886,33,35,0.227759922775538
"MC",47,"47_7",7,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.7175232,13316.34318,33,35,0.227759922775538
"MC",47,"47_8",8,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.7122592,33152.64437,33,35,0.227759922775538
"MC",47,"47_9",9,"W1_MC_29","12C_18O_N","12C_18O_N.MC",1.7069952,59179.03381,33,35,0.227759922775538
"MC",48,"48_10",10,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7048896,1719.017118,28,36,0.325589688263017
"MC",48,"48_11",11,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7017312,26372.66792,28,36,0.325589688263017
"MC",48,"48_12",12,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.6964672,2427.247969,28,36,0.325589688263017
"MC",48,"48_13",13,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.6912032,14841.99936,28,36,0.325589688263017
"MC",48,"48_14",14,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.686992,60049.25932,28,36,0.325589688263017
"MC",48,"48_15",15,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.681728,34869.35854,28,36,0.325589688263017
"MC",48,"48_16",16,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.676464,7529.656257,28,36,0.325589688263017
"MC",48,"48_17",17,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.6722528,6806.086398,28,36,0.325589688263017
"MC",48,"48_18",18,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.6690944,3172.794455,28,36,0.325589688263017
"MC",48,"48_2",2,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7354208,769.6694902,28,36,0.325589688263017
"MC",48,"48_3",3,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7301568,1750.244729,28,36,0.325589688263017
"MC",48,"48_4",4,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7280512,774.5098324,28,36,0.325589688263017
"MC",48,"48_5",5,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.72384,1542.628822,28,36,0.325589688263017
"MC",48,"48_6",6,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7196288,1623.647504,28,36,0.325589688263017
"MC",48,"48_7",7,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7164704,1503.930756,28,36,0.325589688263017
"MC",48,"48_8",8,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.713312,1727.501907,28,36,0.325589688263017
"MC",48,"48_9",9,"W1_MC_30","12C_18O_N","12C_18O_N.MC",1.7091008,3272.63265,28,36,0.325589688263017
"PJ",49,"49_1",1,"W1_PJ_1","16O","16O.PJ",1.7333152,771.8925437,18.9,35,0.248698200723788
"PJ",49,"49_10",10,"W1_PJ_1","16O","16O.PJ",1.6890976,122334.7335,18.9,35,0.248698200723788
"PJ",49,"49_11",11,"W1_PJ_1","16O","16O.PJ",1.6848864,327789.5126,18.9,35,0.248698200723788
"PJ",49,"49_12",12,"W1_PJ_1","16O","16O.PJ",1.6806752,311364.8426,18.9,35,0.248698200723788
"PJ",49,"49_13",13,"W1_PJ_1","16O","16O.PJ",1.676464,55904.56563,18.9,35,0.248698200723788
"PJ",49,"49_14",14,"W1_PJ_1","16O","16O.PJ",1.6712,55480.19917,18.9,35,0.248698200723788
"PJ",49,"49_15",15,"W1_PJ_1","16O","16O.PJ",1.6669888,11382.59658,18.9,35,0.248698200723788
"PJ",49,"49_16",16,"W1_PJ_1","16O","16O.PJ",1.6627776,3822.633417,18.9,35,0.248698200723788
"PJ",49,"49_2",2,"W1_PJ_1","16O","16O.PJ",1.729104,634.504936,18.9,35,0.248698200723788
"PJ",49,"49_3",3,"W1_PJ_1","16O","16O.PJ",1.7259456,596.3552906,18.9,35,0.248698200723788
"PJ",49,"49_4",4,"W1_PJ_1","16O","16O.PJ",1.7206816,2576.095794,18.9,35,0.248698200723788
"PJ",49,"49_5",5,"W1_PJ_1","16O","16O.PJ",1.7143648,1207.752174,18.9,35,0.248698200723788
"PJ",49,"49_6",6,"W1_PJ_1","16O","16O.PJ",1.7091008,1478.815591,18.9,35,0.248698200723788
"PJ",49,"49_7",7,"W1_PJ_1","16O","16O.PJ",1.7038368,1214.643139,18.9,35,0.248698200723788
"PJ",49,"49_8",8,"W1_PJ_1","16O","16O.PJ",1.6985728,1605.449817,18.9,35,0.248698200723788
"PJ",49,"49_9",9,"W1_PJ_1","16O","16O.PJ",1.6943616,11391.12337,18.9,35,0.248698200723788
"PJ",50,"50_10",10,"W1_PJ_2","16O","16O.PJ",1.6954144,28970.48755,25.1,40,0.356935623630154
"PJ",50,"50_11",11,"W1_PJ_2","16O","16O.PJ",1.692256,138661.8533,25.1,40,0.356935623630154
"PJ",50,"50_12",12,"W1_PJ_2","16O","16O.PJ",1.686992,18774.09035,25.1,40,0.356935623630154
"PJ",50,"50_13",13,"W1_PJ_2","16O","16O.PJ",1.681728,27298.89982,25.1,40,0.356935623630154
"PJ",50,"50_14",14,"W1_PJ_2","16O","16O.PJ",1.6775168,35214.17011,25.1,40,0.356935623630154
"PJ",50,"50_15",15,"W1_PJ_2","16O","16O.PJ",1.6733056,259709.5595,25.1,40,0.356935623630154
"PJ",50,"50_16",16,"W1_PJ_2","16O","16O.PJ",1.6712,40514.26644,25.1,40,0.356935623630154
"PJ",50,"50_17",17,"W1_PJ_2","16O","16O.PJ",1.6652,49429.26675,25.1,40,0.356935623630154
"PJ",50,"50_2",2,"W1_PJ_2","16O","16O.PJ",1.7312096,673.9284117,25.1,40,0.356935623630154
"PJ",50,"50_3",3,"W1_PJ_2","16O","16O.PJ",1.7280512,603.1162408,25.1,40,0.356935623630154
"PJ",50,"50_4",4,"W1_PJ_2","16O","16O.PJ",1.7217344,946.9187781,25.1,40,0.356935623630154
"PJ",50,"50_5",5,"W1_PJ_2","16O","16O.PJ",1.7175232,1476.216154,25.1,40,0.356935623630154
"PJ",50,"50_6",6,"W1_PJ_2","16O","16O.PJ",1.7122592,665.7844193,25.1,40,0.356935623630154
"PJ",50,"50_7",7,"W1_PJ_2","16O","16O.PJ",1.708048,2842.77218,25.1,40,0.356935623630154
"PJ",50,"50_9",9,"W1_PJ_2","16O","16O.PJ",1.6996256,2089.002376,25.1,40,0.356935623630154
"PJ",51,"51_10",10,"W1_PJ_3","16O","16O.PJ",1.692256,66402.84198,20.6,48,0.266875477853102
"PJ",51,"51_11",11,"W1_PJ_3","16O","16O.PJ",1.6880448,42477.67009,20.6,48,0.266875477853102
"PJ",51,"51_12",12,"W1_PJ_3","16O","16O.PJ",1.6838336,91313.31065,20.6,48,0.266875477853102
"PJ",51,"51_13",13,"W1_PJ_3","16O","16O.PJ",1.6796224,358239.392,20.6,48,0.266875477853102
"PJ",51,"51_14",14,"W1_PJ_3","16O","16O.PJ",1.6743584,98541.53287,20.6,48,0.266875477853102
"PJ",51,"51_15",15,"W1_PJ_3","16O","16O.PJ",1.6690944,44913.3245,20.6,48,0.266875477853102
"PJ",51,"51_2",2,"W1_PJ_3","16O","16O.PJ",1.729104,1079.249365,20.6,48,0.266875477853102
"PJ",51,"51_3",3,"W1_PJ_3","16O","16O.PJ",1.7259456,780.3038418,20.6,48,0.266875477853102
"PJ",51,"51_4",4,"W1_PJ_3","16O","16O.PJ",1.7206816,804.3037187,20.6,48,0.266875477853102
"PJ",51,"51_6",6,"W1_PJ_3","16O","16O.PJ",1.7101536,1028.248343,20.6,48,0.266875477853102
"PJ",51,"51_7",7,"W1_PJ_3","16O","16O.PJ",1.7059424,1133.44607,20.6,48,0.266875477853102
"PJ",51,"51_9",9,"W1_PJ_3","16O","16O.PJ",1.6985728,6489.384403,20.6,48,0.266875477853102
"PJ",52,"52_11",11,"W1_PJ_4","12C","12C.PJ",1.7190956,7189.081387,30.2,35,0.250350680462817
"PJ",52,"52_12",12,"W1_PJ_4","12C","12C.PJ",1.714802,13937.73488,30.2,35,0.250350680462817
"PJ",52,"52_13",13,"W1_PJ_4","12C","12C.PJ",1.7105084,49307.1467,30.2,35,0.250350680462817
"PJ",52,"52_14",14,"W1_PJ_4","12C","12C.PJ",1.7062148,195296.6007,30.2,35,0.250350680462817
"PJ",52,"52_15",15,"W1_PJ_4","12C","12C.PJ",1.7008478,529304.8505,30.2,35,0.250350680462817
"PJ",52,"52_16",16,"W1_PJ_4","12C","12C.PJ",1.6965542,548626.2595,30.2,35,0.250350680462817
"PJ",52,"52_17",17,"W1_PJ_4","12C","12C.PJ",1.693334,250020.7963,30.2,35,0.250350680462817
"PJ",52,"52_18",18,"W1_PJ_4","12C","12C.PJ",1.687967,115894.1371,30.2,35,0.250350680462817
"PJ",52,"52_19",19,"W1_PJ_4","12C","12C.PJ",1.6832,87147.75075,30.2,35,0.250350680462817
"PJ",52,"52_20",20,"W1_PJ_4","12C","12C.PJ",1.6787,29026.95256,30.2,35,0.250350680462817
"PJ",52,"52_9",9,"W1_PJ_4","12C","12C.PJ",1.7287562,2273.951783,30.2,35,0.250350680462817
"PJ",53,"53_10",10,"W1_PJ_5","12C","12C.PJ",1.7024716,96427.17674,13.6,75,0.246219481115245
"PJ",53,"53_11",11,"W1_PJ_5","12C","12C.PJ",1.6981724,581682.1004,13.6,75,0.246219481115245
"PJ",53,"53_12",12,"W1_PJ_5","12C","12C.PJ",1.6938732,630970.6549,13.6,75,0.246219481115245
"PJ",53,"53_13",13,"W1_PJ_5","12C","12C.PJ",1.689574,340604.4072,13.6,75,0.246219481115245
"PJ",53,"53_14",14,"W1_PJ_5","12C","12C.PJ",1.6852748,129652.8461,13.6,75,0.246219481115245
"PJ",53,"53_15",15,"W1_PJ_5","12C","12C.PJ",1.6809756,69842.71187,13.6,75,0.246219481115245
"PJ",53,"53_16",16,"W1_PJ_5","12C","12C.PJ",1.6766764,33802.4589,13.6,75,0.246219481115245
"PJ",53,"53_17",17,"W1_PJ_5","12C","12C.PJ",1.6723772,14472.09908,13.6,75,0.246219481115245
"PJ",53,"53_18",18,"W1_PJ_5","12C","12C.PJ",1.6670032,14874.73323,13.6,75,0.246219481115245
"PJ",53,"53_19",19,"W1_PJ_5","12C","12C.PJ",1.6616,18967.70864,13.6,75,0.246219481115245
"PJ",53,"53_5",5,"W1_PJ_5","12C","12C.PJ",1.7261172,9386.667901,13.6,75,0.246219481115245
"PJ",53,"53_6",6,"W1_PJ_5","12C","12C.PJ",1.7207432,9736.988492,13.6,75,0.246219481115245
"PJ",53,"53_7",7,"W1_PJ_5","12C","12C.PJ",1.7153692,10024.30714,13.6,75,0.246219481115245
"PJ",53,"53_8",8,"W1_PJ_5","12C","12C.PJ",1.71107,12355.56358,13.6,75,0.246219481115245
"PJ",53,"53_9",9,"W1_PJ_5","12C","12C.PJ",1.7078456,27756.73014,13.6,75,0.246219481115245
"PJ",54,"54_10",10,"W1_PJ_6","12C","12C.PJ",1.6996256,6082.980661,24,45,0.2900101941995
"PJ",54,"54_11",11,"W1_PJ_6","12C","12C.PJ",1.6964672,13167.67516,24,45,0.2900101941995
"PJ",54,"54_12",12,"W1_PJ_6","12C","12C.PJ",1.6912032,83990.11707,24,45,0.2900101941995
"PJ",54,"54_13",13,"W1_PJ_6","12C","12C.PJ",1.6880448,247357.351,24,45,0.2900101941995
"PJ",54,"54_14",14,"W1_PJ_6","12C","12C.PJ",1.681728,1105481.541,24,45,0.2900101941995
"PJ",54,"54_15",15,"W1_PJ_6","12C","12C.PJ",1.676464,435624.8111,24,45,0.2900101941995
"PJ",54,"54_16",16,"W1_PJ_6","12C","12C.PJ",1.6743584,116487.5171,24,45,0.2900101941995
"PJ",54,"54_17",17,"W1_PJ_6","12C","12C.PJ",1.6690944,81404.04697,24,45,0.2900101941995
"PJ",54,"54_18",18,"W1_PJ_6","12C","12C.PJ",1.6648832,39849.27295,24,45,0.2900101941995
"PJ",54,"54_2",2,"W1_PJ_6","12C","12C.PJ",1.7301568,695.626167,24,45,0.2900101941995
"PJ",54,"54_3",3,"W1_PJ_6","12C","12C.PJ",1.7280512,3006.95084,24,45,0.2900101941995
"PJ",54,"54_4",4,"W1_PJ_6","12C","12C.PJ",1.72384,2925.548297,24,45,0.2900101941995
"PJ",54,"54_5",5,"W1_PJ_6","12C","12C.PJ",1.7196288,1600.70406,24,45,0.2900101941995
"PJ",54,"54_6",6,"W1_PJ_6","12C","12C.PJ",1.7164704,3048.897459,24,45,0.2900101941995
"PJ",54,"54_7",7,"W1_PJ_6","12C","12C.PJ",1.7049,1726.931824,24,45,0.2900101941995
"PJ",54,"54_8",8,"W1_PJ_6","12C","12C.PJ",1.7069952,1841.560751,24,45,0.2900101941995
"PJ",54,"54_9",9,"W1_PJ_6","12C","12C.PJ",1.7038368,2431.91553,24,45,0.2900101941995
"PJ",55,"55_1",1,"W1_PJ_7","13C","13C.PJ",1.734368,4244.664669,21.4,50,0.247871960854274
"PJ",55,"55_10",10,"W1_PJ_7","13C","13C.PJ",1.6954144,46097.39954,21.4,50,0.247871960854274
"PJ",55,"55_11",11,"W1_PJ_7","13C","13C.PJ",1.6912032,104763.5741,21.4,50,0.247871960854274
"PJ",55,"55_12",12,"W1_PJ_7","13C","13C.PJ",1.6859392,402282.1732,21.4,50,0.247871960854274
"PJ",55,"55_13",13,"W1_PJ_7","13C","13C.PJ",1.6838336,680348.3956,21.4,50,0.247871960854274
"PJ",55,"55_14",14,"W1_PJ_7","13C","13C.PJ",1.676464,571468.6341,21.4,50,0.247871960854274
"PJ",55,"55_15",15,"W1_PJ_7","13C","13C.PJ",1.6722528,249627.0346,21.4,50,0.247871960854274
"PJ",55,"55_16",16,"W1_PJ_7","13C","13C.PJ",1.6680416,68018.23339,21.4,50,0.247871960854274
"PJ",55,"55_17",17,"W1_PJ_7","13C","13C.PJ",1.6638304,26325.85345,21.4,50,0.247871960854274
"PJ",55,"55_18",18,"W1_PJ_7","13C","13C.PJ",1.66,15595.23051,21.4,50,0.247871960854274
"PJ",55,"55_2",2,"W1_PJ_7","13C","13C.PJ",1.7322624,3197.242924,21.4,50,0.247871960854274
"PJ",55,"55_3",3,"W1_PJ_7","13C","13C.PJ",1.7280512,3685.996112,21.4,50,0.247871960854274
"PJ",55,"55_4",4,"W1_PJ_7","13C","13C.PJ",1.7227872,3406.094399,21.4,50,0.247871960854274
"PJ",55,"55_5",5,"W1_PJ_7","13C","13C.PJ",1.718576,5813.962863,21.4,50,0.247871960854274
"PJ",55,"55_6",6,"W1_PJ_7","13C","13C.PJ",1.7143648,9242.531404,21.4,50,0.247871960854274
"PJ",55,"55_7",7,"W1_PJ_7","13C","13C.PJ",1.7101536,21543.67476,21.4,50,0.247871960854274
"PJ",55,"55_8",8,"W1_PJ_7","13C","13C.PJ",1.7048896,54895.82564,21.4,50,0.247871960854274
"PJ",55,"55_9",9,"W1_PJ_7","13C","13C.PJ",1.6996256,75961.786,21.4,50,0.247871960854274
"PJ",56,"56_10",10,"W1_PJ_8","13C","13C.PJ",1.686992,623163.4829,12.5,80,0.24704572098476
"PJ",56,"56_11",11,"W1_PJ_8","13C","13C.PJ",1.681728,401013.0706,12.5,80,0.24704572098476
"PJ",56,"56_12",12,"W1_PJ_8","13C","13C.PJ",1.6754112,114104.6563,12.5,80,0.24704572098476
"PJ",56,"56_13",13,"W1_PJ_8","13C","13C.PJ",1.6712,36230.24251,12.5,80,0.24704572098476
"PJ",56,"56_14",14,"W1_PJ_8","13C","13C.PJ",1.6669888,21087.47454,12.5,80,0.24704572098476
"PJ",56,"56_15",15,"W1_PJ_8","13C","13C.PJ",1.6617248,5812.682587,12.5,80,0.24704572098476
"PJ",56,"56_2",2,"W1_PJ_8","13C","13C.PJ",1.7322624,5458.550422,12.5,80,0.24704572098476
"PJ",56,"56_3",3,"W1_PJ_8","13C","13C.PJ",1.7259456,11444.77435,12.5,80,0.24704572098476
"PJ",56,"56_4",4,"W1_PJ_8","13C","13C.PJ",1.7217344,16304.39188,12.5,80,0.24704572098476
"PJ",56,"56_5",5,"W1_PJ_8","13C","13C.PJ",1.7112064,22794.44933,12.5,80,0.24704572098476
"PJ",56,"56_6",6,"W1_PJ_8","13C","13C.PJ",1.7069952,23245.3269,12.5,80,0.24704572098476
"PJ",56,"56_7",7,"W1_PJ_8","13C","13C.PJ",1.7006784,48860.48246,12.5,80,0.24704572098476
"PJ",56,"56_8",8,"W1_PJ_8","13C","13C.PJ",1.6954144,137818.591,12.5,80,0.24704572098476
"PJ",56,"56_9",9,"W1_PJ_8","13C","13C.PJ",1.6901504,424034.5747,12.5,80,0.24704572098476
"PJ",57,"57_10",10,"W1_PJ_9","13C","13C.PJ",1.6964672,86717.63649,14,71,0.249524440593302
"PJ",57,"57_11",11,"W1_PJ_9","13C","13C.PJ",1.692256,20035.41002,14,71,0.249524440593302
"PJ",57,"57_12",12,"W1_PJ_9","13C","13C.PJ",1.6880448,307311.0188,14,71,0.249524440593302
"PJ",57,"57_13",13,"W1_PJ_9","13C","13C.PJ",1.6838336,577794.8084,14,71,0.249524440593302
"PJ",57,"57_14",14,"W1_PJ_9","13C","13C.PJ",1.6806752,39459.65153,14,71,0.249524440593302
"PJ",57,"57_15",15,"W1_PJ_9","13C","13C.PJ",1.676464,9033.186683,14,71,0.249524440593302
"PJ",57,"57_16",16,"W1_PJ_9","13C","13C.PJ",1.6722528,10516.75533,14,71,0.249524440593302
"PJ",57,"57_17",17,"W1_PJ_9","13C","13C.PJ",1.6690944,3160.064303,14,71,0.249524440593302
"PJ",57,"57_18",18,"W1_PJ_9","13C","13C.PJ",1.6627,1878.579805,14,71,0.249524440593302
"PJ",57,"57_2",2,"W1_PJ_9","13C","13C.PJ",1.7312096,918.7598726,14,71,0.249524440593302
"PJ",57,"57_3",3,"W1_PJ_9","13C","13C.PJ",1.7280512,1371.319306,14,71,0.249524440593302
"PJ",57,"57_4",4,"W1_PJ_9","13C","13C.PJ",1.72384,1266.947466,14,71,0.249524440593302
"PJ",57,"57_5",5,"W1_PJ_9","13C","13C.PJ",1.718576,1509.892509,14,71,0.249524440593302
"PJ",57,"57_6",6,"W1_PJ_9","13C","13C.PJ",1.7154176,1240.957797,14,71,0.249524440593302
"PJ",57,"57_7",7,"W1_PJ_9","13C","13C.PJ",1.7112064,23797.10871,14,71,0.249524440593302
"PJ",57,"57_8",8,"W1_PJ_9","13C","13C.PJ",1.7059424,2591.511317,14,71,0.249524440593302
"PJ",57,"57_9",9,"W1_PJ_9","13C","13C.PJ",1.7006784,10068.11928,14,71,0.249524440593302
"PJ",58,"58_10",10,"W1_PJ_10","12C_N","12C_N.PJ",1.6996256,5962.136429,23.8,NA,0.2957938732861
"PJ",58,"58_11",11,"W1_PJ_10","12C_N","12C_N.PJ",1.6954144,22983.39513,23.8,NA,0.2957938732861
"PJ",58,"58_12",12,"W1_PJ_10","12C_N","12C_N.PJ",1.6901504,143537.6156,23.8,NA,0.2957938732861
"PJ",58,"58_13",13,"W1_PJ_10","12C_N","12C_N.PJ",1.6848864,549050.8764,23.8,NA,0.2957938732861
"PJ",58,"58_14",14,"W1_PJ_10","12C_N","12C_N.PJ",1.6796224,709664.9764,23.8,NA,0.2957938732861
"PJ",58,"58_15",15,"W1_PJ_10","12C_N","12C_N.PJ",1.6733056,244709.4576,23.8,NA,0.2957938732861
"PJ",58,"58_16",16,"W1_PJ_10","12C_N","12C_N.PJ",1.6575136,91689.97518,23.8,NA,0.2957938732861
"PJ",58,"58_17",17,"W1_PJ_10","12C_N","12C_N.PJ",1.6651,86089.165,23.8,NA,0.2957938732861
"PJ",58,"58_3",3,"W1_PJ_10","12C_N","12C_N.PJ",1.734368,1479.482338,23.8,NA,0.2957938732861
"PJ",58,"58_4",4,"W1_PJ_10","12C_N","12C_N.PJ",1.7301568,2376.068752,23.8,NA,0.2957938732861
"PJ",58,"58_5",5,"W1_PJ_10","12C_N","12C_N.PJ",1.7248928,2185.118524,23.8,NA,0.2957938732861
"PJ",58,"58_6",6,"W1_PJ_10","12C_N","12C_N.PJ",1.7206816,3815.701651,23.8,NA,0.2957938732861
"PJ",58,"58_7",7,"W1_PJ_10","12C_N","12C_N.PJ",1.7154176,2316.419576,23.8,NA,0.2957938732861
"PJ",58,"58_8",8,"W1_PJ_10","12C_N","12C_N.PJ",1.7091008,2157.412149,23.8,NA,0.2957938732861
"PJ",58,"58_9",9,"W1_PJ_10","12C_N","12C_N.PJ",1.7038368,3583.658455,23.8,NA,0.2957938732861
"PJ",59,"59_10",10,"W1_PJ_11","12C_N","12C_N.PJ",1.7038368,3125.699617,15.8,70,0.249524440593302
"PJ",59,"59_11",11,"W1_PJ_11","12C_N","12C_N.PJ",1.6996256,11685.98076,15.8,70,0.249524440593302
"PJ",59,"59_12",12,"W1_PJ_11","12C_N","12C_N.PJ",1.6954144,51280.43475,15.8,70,0.249524440593302
"PJ",59,"59_13",13,"W1_PJ_11","12C_N","12C_N.PJ",1.6912032,283451.1162,15.8,70,0.249524440593302
"PJ",59,"59_14",14,"W1_PJ_11","12C_N","12C_N.PJ",1.6859392,501526.2663,15.8,70,0.249524440593302
